0.619001571376768 Mammal
0.611564028596513 Mammal
0.619142222741615 Mammal
0.622781238979664 Mammal
0.621670923020795 Mammal
0.621354656632173 Mammal
0.617966187231895 Mammal
0.622251434034417 Mammal
0.439105772439106 Bird
0.419565217391304 Bird
0.397058823529412 Bird
0.407758620689655 Bird
0.41304347826087 Bird
0.408552631578947 Bird
0.395220588235294 Bird
0.404605263157895 Bird
0.381849315068493 Bird
0.399035886448848 Bird
0.403579871664978 Bird
0.406875 Bird
0.406644998194294 Bird
0.400130123617437 Bird
0.400625 Bird
0.436258278145695 Fish
0.348122866894198 Fish
0.373214285714286 Fish
0.425 Fish
0.4149377593361 Fish
0.41875 Fish
0.459183673469388 Fish
0.386422976501305 Fish
0.380434782608696 Fish
0.426875 Fish
0.42125 Fish
0.479304139172166 Fish
0.44537072123279 Fish
0.444486547934824 Fish
0.424724166567802 Fish
0.459404761904762 Fish
0.449278846153846 Fish
0.597914252607184 Shark
0.387379807692308 Shark
0.385817307692308 Shark
0.414359343161932 Shark
0.38878212827288 Shark
0.368870192307692 Shark
0.394110576923077 Shark
0.395192307692308 Shark
0.388768638768639 Shark
0.52125 Shark
0.506593406593407 Shark
0.535 Shark
0.398630795099688 Shark
0.385520470644735 Shark
0.553409090909091 Shark
0.397058823529412 Reptile
0.396661223008528 Reptile
0.408742004264392 Reptile
0.403220611916264 Reptile
0.354569892473118 Reptile
0.356721449641804 Reptile
0.42208904109589  Reptile
0.353051895670879 Reptile
0.401338858782276 Reptile
0.419786702972544 Reptile
