0.385 0 Amphibian
0.434640522875817 0 Amphibian
0.424479166666667 0 Amphibian
0.420833333333333 0 Amphibian
0.416666666666667 0 Amphibian
0.353383458646617 0 Amphibian
0.3775 0 Amphibian
0.446875 0 Amphibian
0.413888888888889 0 Amphibian
0.416666666666667 0 Amphibian
0.434375 0 Amphibian
0.48125 0 Amphibian
0.484375 0 Amphibian
0.478125 0 Amphibian
0.410606060606061 0 Amphibian
0.436258278145695 0.5 Fish
0.348122866894198 0 Fish
0.373214285714286 0.8 Fish
0.425 1 Fish
0.4149377593361 0.8 Fish
0.41875 0.7 Fish
0.459183673469388 1.2 Fish
0.386422976501305 0.5 Fish
0.380434782608696 0.7 Fish
0.426875 0.4 Fish
0.42125 0.3 Fish
0.479304139172166 1.4 Fish
0.44537072123279 1.2 Fish
0.444486547934824 1.2 Fish
0.424724166567802 1.1 Fish
0.459404761904762 1.3 Fish
0.449278846153846 1.3 Fish
0.597914252607184 2 Shark
0.387379807692308 0.8 Shark
0.385817307692308 0.5 Shark
0.414359343161932 1 Shark
0.38878212827288 0.8 Shark
0.368870192307692 0.6 Shark
0.394110576923077 0.9 Shark
0.395192307692308 0.9 Shark
0.388768638768639 0.7 Shark
0.52125 2 Shark
0.506593406593407 2 Shark
0.535 2 Shark
0.398630795099688 0.9 Shark
0.385520470644735 0.7 Shark
0.553409090909091 2 Shark
